,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
197897,Employee Allowance,Special Education,,TRAVEL,,General,Special Ed Evaluation Services,,Instructional Leadership,,,479.8441185,,,General Fund,
68128,Extra Duty/Signing Bonus Pay,State Comp.Ed.-Support Title I Campuses,,,,Account For Learning,School ,,Instruction,,,10959.48432,,,General Fund,
63773,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,35293.48368,,,General Fund,
430673,Miscellaneous Contracted Srvcs,Undistributed,,,,General,Food Service,,Food Services,,,12884.99,,,Nat'l Schl Breakfast & Lunch Prog.,
332902,General Supplies,Special Education,,,,Special Education,School ,,Instruction,,,1540.8,,,General Fund,
245389,Extra Duty/Overtime,Special Education,,,,General,School ,,Instruction,,,-0.18,,,General Fund,
304754,Food/Refreshment,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,1000.26,,,General Fund,
68537,Salaries for Support Personnel,Undistributed,,FOOD PROD SP II,,General,School ,0.625,Food Services,,,16050.78173,,,Nat'l Schl Breakfast & Lunch Prog.,
404989,Field Trips,Accelerated Education,,,,High School-Summer Programs ,Summer School,,Instruction,,,18615.92,,,General Fund,
263203,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,District Police,,Security & Monitoring Servicess,,,786.5712848,,,General Fund,
414260,Professional Salaries,Basic Educational Services,, BAND,,Band,School ,1,Instruction,,,61628.72334,,,General Fund,
254996,General Supplies,Basic Educational Services,,,,Science,School ,,Instruction,,,99.95,,,General Fund,
160405,Misc Operating Expenses,Undistributed,,,,General,Finance,,General Administration,,,45730.49,,,General Fund,
150310,General Supplies,Bilingual Education,,,,Dual language,School ,,Instruction,,,25438.78,,,General Fund,
364745,Salaries for Support Personnel,Undistributed,,A/C MECH III,,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,,,62508.75978,,,General Fund,
46744,Consulting Services,Accelerated Education,,,,Middle School Improvement Initiative,Assoc Superintendent-Area ,,Curriculum & Instructional Staff Development,,,6249.19,,,General Fund,
292284,Employee Allowance,Special Education,,TRAVEL,,General,Special Ed Evaluation Services,,"Guidance, Counseling and Evaluation Services",,,776.1795187,,,General Fund,
395071,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,Tutoring,School ,,Instruction,,,3450.417469,,,General Fund,
296269,Salaries for Support Personnel,Special Education,,BUS MONITOR,,General,Transportation Office,0.9104,Student Transportation,,,22128.35654,,,General Fund,
419426,Extra Duty/Signing Bonus Pay,Accelerated Education,,,,Support MS Struggler Learners,School ,,Instruction,,,0.48,,,General Fund,
352856,Salary Adjustments,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,10543.99,,,Title I- Part A,
360514,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,28185.73234,,,General Fund,
225728,Extra Duty/Signing Bonus Pay,Athletics and Related,,"HC, BASKETBALL",,General,School ,,Cocurricular & Extra Curricular Activities,,,2076.125057,,,Athletics,
153641,Extra Duty/Signing Bonus Pay,Bilingual Education,,,,General,School ,,Instruction,,,33932.44193,,,General Fund,
303107,General Supplies,Basic Educational Services,,,,ROTC,School ,,Instruction,,,2400.35,,,General Fund,
199568,Salaries for Support Personnel,Undistributed,,A/C CNTL TECH,,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,,,66229.02876,,,General Fund,
71510,Substitute Teachers,Special Education,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,0.44,,,General Fund,
66586,Field Trips,Accelerated Education,,,,Cycle  (used for grants),School ,,Cocurricular & Extra Curricular Activities,,,500.54,,, Century Community Learning,
243762,General Supplies,Basic Educational Services,,,,Music Lab,School ,,Instruction,,,265.3,,,General Fund,
384298,Salaries for Support Personnel,Undistributed,,ADMIN ASST II,,General,School ,1,School Leadership,,,37869.57032,,,General Fund,
443181,Professional Salaries,Basic Educational Services,, ENGLISH,,General,School ,1,Instruction,,,52851.73367,,,General Fund,
114569,Professional Salaries,Undistributed,,MS ASST PRIN,,General,School ,0.67,School Leadership,,,48116.26422,,,General Fund,
266418,Extra Duty/Overtime,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,7972.722275,,,General Fund,
32477,Extra Duty/Overtime,Undistributed,,,,General,School ,,School Leadership,,,-0.44,,,General Fund,
245943,General Supplies,Athletics and Related,,,,Girls Soccer,School ,,Cocurricular & Extra Curricular Activities,,,1299.7,,,Athletics,
446243,Student Meals/Room/Other,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,649.71,,,General Fund,
161578,General Supplies,Basic Educational Services,,,,Music Lab,School ,,Instruction,,,383.25,,,General Fund,
157389,Salaries for Support Personnel,Undistributed,,CLERK III- SCH,,General,School ,1,School Leadership,,,33334.04917,,,General Fund,
31935,Professional Salaries,Special Education,,T-MS/SE LIFE SK,,General,School ,1,Instruction,,,63901.12303,,,General Fund,
236258,Professional Salaries,Special Education,,T-HS/SE ENGLISH,,General,School ,1,Instruction,,,53190.13357,,,General Fund,
207224,Subs for Support Personnel,Undistributed,,FOOD PROD SUB,,General,Food Service,,Food Services,,,15.09,,,Nat'l Schl Breakfast & Lunch Prog.,
405721,Professional Salaries,Accelerated Education,,COOR-CHILD CARE,,General,"School, Family and Community Education",1,Community Services,,,79603.00762,,,General Fund,
75746,Professional Salaries,Accelerated Education,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,-1.3,,,General Fund,
413613,Extra Duty/Overtime,Special Education,,,,Extended Sick Leave,Transportation Office,,Student Transportation,,,0.49,,,General Fund,
53304,Part-Time Hourly,Undistributed,,,,General,Guidance & Counseling,,"Guidance, Counseling and Evaluation Services",,,-0.75,,,General Fund,
375059,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,Transportation Office,,Student Transportation,,,524.3508565,,,General Fund,
133271,Professional Salaries,Basic Educational Services,,T-EL P.E.,,General,School ,1,Instruction,,,63225.26809,,,General Fund,
238680,Food/Refreshment,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,1999.62,,,General Fund,
433386,Extra Duty/Signing Bonus Pay,Undistributed,,BAND DIRECTOR,,General,School ,,Cocurricular & Extra Curricular Activities,,,5139.646394,,,General Fund,
400951,Employee Allowance,Special Education,,TRAVEL,,General,Special Education,,Instructional Leadership,,,2870.695689,,,General Fund,
158992,Extra Duty/Overtime,Undistributed,,,,General,School ,,Food Services,,,330.582,,,Nat'l Schl Breakfast & Lunch Prog.,
30888,Professional Salaries,Basic Educational Services,,T-HS PAL,,General,School ,0.17,Instruction,,,9256.864832,,,General Fund,
27188,Salaries for Support Personnel,Undistributed,,SR. POLICE OFCR,,General,District Police,1,Security & Monitoring Servicess,,,54323.53796,,,General Fund,
307628,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,1035.792692,,,General Fund,
222673,Misc Operating Expenses,Basic Educational Services,,,,Journalism,School ,,Instruction,,,7768.36,,,General Fund,
442050,Professional Salaries,Bilingual Education,,T-EL 2ND BIL,,General,School ,1,Instruction,,,52852.04367,,,General Fund,
82818,Professional Salaries,Basic Educational Services,,T-HS P.E.,,General,School ,0.17,Instruction,,,10006.46069,,,General Fund,
48308,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,30371.91613,,,General Fund,
184639,General Supplies,Special Education,,,,Special Education,School ,,Instruction,,,733.85,,,IDEA-B Formula,
358412,,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,-0.39,,,General Fund,
112142,Employee Allowance,Undistributed,,TRAVEL,,General,Management Info System,,Data Processing Services,,,2634.453304,,,General Fund,
423008,Custodial/Maint Supplies,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,5844.77,,,General Fund,
68862,Professional Salaries,Basic Educational Services,, BAND,,Band,School ,1,Instruction,,,53437.85022,,,General Fund,
54817,Professional Salaries,Undistributed,,INSTR/CURR SPEC,,General,School ,0.17,Curriculum & Instructional Staff Development,,,9084.068037,,,General Fund,
18548,Extra Duty/Overtime,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Plant Maintenance & Operations,,,506.4921613,,,General Fund,
383772,Misc Operating Expenses,Accelerated Education,,,,Line Item that is paid with Campus' money,School ,,"Guidance, Counseling and Evaluation Services",,,199.58,,,General Fund,
347801,Salaries for Support Personnel,Undistributed,,CUSTODIAN I,,General,School ,1,Plant Maintenance & Operations,,,30371.40613,,,General Fund,
112014,Professional Salaries,Undistributed,,COUNS- MS,,General,School ,1,"Guidance, Counseling and Evaluation Services",,,61288.6371,,,General Fund,
125079,Salaries for Support Personnel,Undistributed,,BUS MONITOR,,General,Transportation Office,0.8281,Student Transportation,,,18381.17428,,,General Fund,
43154,Reading Materials including Library Books,Career and Technology,,,,Comm/Digital Media,School ,,Instruction,,,94.84,,,General Fund,
430769,Professional Salaries,Basic Educational Services,,T-HS HISTORY,,General,School ,1,Instruction,,,57150.70221,,,General Fund,
329934,Non Food,Undistributed,,,,General,School ,,Food Services,,,12641.07,,,Nat'l Schl Breakfast & Lunch Prog.,
103869,Salaries for Support Personnel,Undistributed,,ACCTG TECH II,,General,School ,1,School Leadership,,,39734.88492,,,General Fund,
113690,Professional Salaries,Undistributed,,DIR-MAINTENANCE,,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,,,126776.8349,,,General Fund,
151351,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,Management Info System,,Data Processing Services,,,524.4908565,,,General Fund,
233150,Professional Salaries,State Comp.Ed.-Support Title I Campuses,,MS ASST PRIN,,General,School ,0.33,School Leadership,,,24919.10957,,,Title I- Part A,
428027,Professional Salaries,Basic Educational Services,,T-HS SOC SCI,,General,School ,1,Instruction,,,62304.83164,,,General Fund,
177123,Salaries for Support Personnel,Special Education,,TCHR ASST- SP E,,General,School ,1,Instruction,,,29963.2233,,,General Fund,
117080,Subs for Support Personnel,Undistributed,,FOOD PROD SUB,,General,Food Service,,Food Services,,,15,,,Nat'l Schl Breakfast & Lunch Prog.,
396695,Career Ladder,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,1722.96,,,Title I- Part A,
233871,Professional Salaries,Basic Educational Services,,T-HS ENGLISH,,General,School ,0.83,Instruction,,,44147.28697,,,General Fund,
20032,Non Food,Undistributed,,,,General,School ,,Food Services,,,11258.12,,,Nat'l Schl Breakfast & Lunch Prog.,
115556,Professional Salaries,Athletics and Related,, ATHLETICS,,General,School ,0.22,Cocurricular & Extra Curricular Activities,,,14449.68322,,,Athletics,
433115,General Supplies,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Community Services,,,99.9,,,Title I- Part A,
156195,Salaries for Support Personnel,Undistributed,,BUS DRIVER,,General,Transportation Office,0.76,Student Transportation,,,19744.8627,,,General Fund,
399622,Employee Allowance,Undistributed,,TRAVEL,,General,School ,,School Leadership,,,707.5971563,,,General Fund,
275329,,State Comp.Ed.-Support Title I Campuses,,,,General,School ,,Instruction,,,19999.68,,,Title I- Part A,
379131,Gasoline & Other Fuels,Undistributed,,,,In Dist Charter College Prep,Transportation Office,,Student Transportation,,,85999.13,,,General Fund,
351222,Reproduction Services,Gifted and Talented,,,,Magnet School,School ,,School Leadership,,,999.9,,,General Fund,
143502,Extra Duty/Signing Bonus Pay,Special Education,,,,General,School ,,Instruction,,,26567.94673,,,General Fund,
6236,Professional Salaries,Bilingual Education,,T-EL 2ND ESL,,General,School ,1,Instruction,,,53527.32441,,,General Fund,
341915,Professional Salaries,Bilingual Education,,T-EL 2ND BIL,,General,School ,1,Instruction,,,52739.69087,,,General Fund,
389473,Professional Salaries,Special Education,,T-MS/SE LIFE SK,,General,School ,1,Instruction,,,52514.3462,,,General Fund,
204059,,Basic Educational Services,,,,Line Item that is paid with Campus' money,School ,,Instruction,,,1.11,,,General Fund,
84649,Employee Allowance,Undistributed,,CELL PHONE,,Mobile Phone,School ,,School Leadership,,,523.9308565,,,General Fund,
178712,General Supplies,Athletics and Related,,,,Boy Cross Country,School ,,Cocurricular & Extra Curricular Activities,,,200.49,,,Athletics,
7251,Employee Allowance,Special Education,,TRAVEL,,General,Special Ed Evaluation Services,,"Guidance, Counseling and Evaluation Services",,,432.7477066,,,General Fund,
226621,Extra Duty/Signing Bonus Pay,Gifted and Talented,,,,International Baccalaureate,School ,,Instruction,,,5462.512255,,,General Fund,
8112,Professional Salaries,Special Education,,ORIEN/MOBIL INS,,Visual Impaired,ABD,1,Instruction,,,54963.95476,,,IDEA-B Formula,
138048,Extra Duty/Signing Bonus Pay,Basic Educational Services,,NATIONAL BOARD,,National Board,School ,,Instruction,,,2184.640599,,,General Fund,
220756,Substitute Teachers,Undistributed,,,,General,Physical Education,,Instruction,,,10024.97413,,,General Fund,
108935,General Supplies,Special Education,,,,Special Education,School ,,Instruction,,,264.29,,,IDEA-B Formula,
211667,Reading Materials including Library Books,Undistributed,,,,Line Item that is paid with Campus' money,School ,,Instructional Resource & Media Services,,,1000.22,,,General Fund,
380786,General Supplies,Basic Educational Services,,,,Physical Education,School ,,Instruction,,,499.68,,,General Fund,
92982,Reading Materials including Library Books,Accelerated Education,,,,Bilingual & Spec Lang,Summer School,,Instruction,,,1999.6,,,General Fund,
33969,Extra Duty/Signing Bonus Pay,Undistributed,,DEPT CHAIR,,General,School ,,Cocurricular & Extra Curricular Activities,,,6043.698871,,,General Fund,
358933,Salaries for Support Personnel,Undistributed,,BUS DRIVER,,General,Transportation Office,0.8854,Student Transportation,,,27840.91195,,,General Fund,
302386,Professional Salaries,Accelerated Education,,COUNS- ELEM,,General,School ,1,"Guidance, Counseling and Evaluation Services",,,55685.69092,,,General Fund,
393552,Electricity,Undistributed,,,,General,School ,,Plant Maintenance & Operations,,,94259.62,,,General Fund,
222006,Professional Salaries,Special Education,,T-EL/SE LLD,,General,School ,1,Instruction,,,56474.44147,,,General Fund,
31989,Professional Salaries,Basic Educational Services,,T-HS HISTORY,,General,School ,0.67,Instruction,,,42857.55663,,,General Fund,
69639,Professional Salaries,Bilingual Education,,T-EL 5TH ESL,,General,School ,1,Instruction,,,53190.24357,,,General Fund,
