,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status,Object_Description,Text_2,SubFund_Description,Job_Title_Description,Text_3,Text_4,Sub_Object_Description,Location_Description,FTE,Function_Description,Facility_or_Department,Position_Extra,Total,Program_Description,Fund_Description,Text_1
283750,Extended Time & Tutoring,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,EXTRA DUTY PAY-INSTRUCTIONAL  ,,,"TEACHER, THIRD                ",,,,School ,,BASIC (FEFP K-12)             ,,,973.24,,GENERAL FUND                  ,LOCAL ALLOC SAI               
361846,Enrichment,NO_LABEL,School Reported,School,NO_LABEL,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,Coaching Supplement,,,INTRAMURAL ASSISTANT,,,,,,,,,2739.967692,,,
365666,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,OTHER SUPPORT PERSONNEL       ,,,BUS DRIVER                    ,,,,TRANSPORTATION                ,0.1125,PUPIL TRANSPORTATION SERVICES ,,,2768.377497,,GENERAL FUND                  ,
394217,Student Assignment,Leadership,Leadership & Management,Non-School,Special Education,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating,OUT OF COUNTY TRAVEL          ,,,,,,,STUDENT SERVICES              ,,ATTENDANCE AND SOCIAL WORK    ,,,145.06,AUTISM SPECTRUM DISORDERS     ,GENERAL FUND                  ,STUDENT SERVICES              
425721,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Education Assistants,,,,,Regular Instruction,,,0,,,RETIREE SUBSTITUTE TEACHER,105.9,Instruction - Regular,General Purpose School,
95570,Security & Safety,O&M,Shared Services,Non-School,Unspecified,School Monitor/Security,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,SALARIES FOR OVERTIME,SAFETY AND SECURITY,GENERAL FUND,Security Patrol ,n/a,,,SAFETY AND SECURITY,,SAFETY & SECURITY,,PROFESSIONAL-OTHER,1083.18816,SECURITY SERVICES,,OPERATION AND MAINT OF PLANT
44541,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Substitute Professionals,,Operations,TEACHER SUBSTITUTE POOL,,,Salaries And Wages For Substitute Teachers,School ,,Instruction,All Campus Payroll,CERTIFIED SUBSTITUTE,156.445977,Services To Students With Disabilities (Special Education),General Operating Fund,REGULAR PAY
389785,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA E-TEACHING SHELTERED ENG,,PROFESSIONAL-INSTRUCTIONAL,3729.60296,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
210969,Physical Health & Services,Pupil Services & Enrichment,Leadership & Management,Non-School,Unspecified,Non-Position,Contracted Services,Non PreK,PreK-12 Operating,"Materials, Supplies, and Other",,,,Other Services,,,District Wide Resources,0,,,,1556.95,Operations,School Projects,Health Services Grant
295123,Substitute Compensation,Instruction,School Reported,School,Special Education,Substitute,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,"Teacher, Short Term Sub ",Regular,,,,,SPECIAL ED. - MILD/MODERATE,,PROFESSIONAL-INSTRUCTIONAL,0.22,SPECIAL EDUCATION,,SPECIAL EDUCATION
47598,Teacher Compensation,Instruction,School Reported,School,Poverty,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Regular *,TEACHER,Special Instruction,"TCHR, KINDERGARTEN",,,Certificated Employees Salaries And Wages,EN OTH CERTIFICATED PERSON,1,Disadvantaged Youth *,,,106681.1385,,Title I - Disadvantaged Children/Targeted Assistance,BUILDING ALLOCATIONS
40940,School Administration,Leadership,School Reported,School,Special Education,Sec/Clerk/Other Admin,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,BONUSES                       ,,,"TEACHER ASSISTANT, ID         ",,,,School ,,EXCEPTIONAL                   ,,,172.65,,GENERAL FUND                  ,CLASSIFIED CLERICAL BONUS     
12850,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Secretary II ,Regular,,,,,NON-PROJECT,,OFFICE/ADMINISTRATIVE SUPPORT,785.47152,SUPPORT SERVICES-SCHOOL ADMIN,,SCHOOL ADMINISTRATION
203888,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,CONTRA BENEFITS,,GENERAL FUND,"Manager, Facility I ",n/a,,,,,NON-PROJECT,,UNDESIGNATED,-355.33,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
231875,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,HUMANITIES,GENERAL FUND,"Teacher, Short Term Sub ",n/a,,,HUMANITIES,0.004310345,CORE MATTERS,,PROFESSIONAL-INSTRUCTIONAL,110.5179385,INSTRUCTIONAL STAFF TRAINING,,INSTRUCTIONAL STAFF
122869,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Teacher Secondary (Middle) ,Regular,,,,,NON-PROJECT,,PROFESSIONAL-INSTRUCTIONAL,2634.66296,GENERAL MIDDLE/JUNIOR HIGH SCH,,REGULAR INSTRUCTION
42530,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries Or Wages For Support Personnel,,Operations,CUSTODIAN REGULAR,,,Salaries Or Wages For Support Personnel,School ,0.74,Facilities Maintenance And Operations,Custodial Department,ANY CUS WHO IS NOT A SUPER ,21893.40207,Undistributed,General Operating Fund,REGULAR PAY
389906,Professional Development,ISPD,Shared Services,Non-School,Unspecified,Coordinator/Manager,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,,FEDERAL GDPG FUND,"Coordinator, Central Curr ",n/a,,,LEADERSHIP DEVELOPMENT,,TEACHER INCENTIVE FUND (TIF),,PROFESSIONAL-INSTRUCTIONAL,728.5748,SUPPORT SERVICES-INSTRUCTIONAL,,INSTRUCTIONAL STAFF
337328,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Substitute Professionals,,Operations,TEACHER SUBSTITUTE POOL,,Basic Educational Services - District Objective ,Salaries And Wages For Substitute Teachers,School ,,Instruction,All Campus Payroll,NON DEGREED SUBSTITUTE,47.66899306,Basic Educational Services,General Operating Fund,REGULAR PAY
18936,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,RETIREMENT CONTRIB.,,GENERAL FUND,"Teacher, Secondary (High) ",n/a,,,,,EMPLOYEE RETIREMENT,,UNDESIGNATED,601.79,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
56488,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,,,Support Services - Instructional Staff,,,,General Supplies *,,,Instruction And Curriculum Development Services *,,,-884.43,,Special Trust,ITEMP 
20826,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,Extended Day Kinder Asst ,Regular,,,,,EXT DAY TUITION PAID KINDERGAR,,PARAPROFESSIONAL,141.63,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
396643,Library & Media,Instruction,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,BOOKS (OTHER THAN TEXTBOOKS) AND PERIODICALS,,MEDIA CENTERS,,,,,,,EDUCATIONAL MEDIA SERVICE,,,236.77,MEDIA CENTERS,General Fund,
18062,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Super Sub D/D ",Regular,,,,0.017241379,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,661.9467935,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
354475,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,Teacher Secondary (Middle) ,n/a,,,,,NON-PROJECT,,UNDESIGNATED,-406.14,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
211764,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Club Advisor/Coach,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Personal Services - Teachers,,,,,Regular Instruction,,,0,,,CCOACH CERT TCHRACCT,1671.67,Instruction - Regular,General Purpose School,
7110,School Supervision,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating,COMPUTER SOFTWARE,,TITLE III-A ELL-INSTRUCT,,,,,ADMIN. SERVICES,,INSTRUCTION,,,6198.75,Limited English Proficient,TITLE III,
403509,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Supplies and Materials,,Support Services - Instructional Staff,,,,Supplies And Materials,,,Instruction And Curriculum Development Services *,,,41739.38,,Special Trust,ITEMR FOUNDATION
183161,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,Secretary II ,Regular,,,,,NON-PROJECT,,OFFICE/ADMINISTRATIVE SUPPORT,1273.62288,SUPPORT SERVICES-SCHOOL ADMIN,,SCHOOL ADMINISTRATION
187026,Extended Time & Tutoring,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,EXTRA DUTY PAY-INSTRUCTIONAL  ,,,"TEACHER, SOC STUDIES-HIGH     ",,,,School ,,BASIC (FEFP K-12)             ,,,564.78,,GENERAL FUND                  ,LOCAL ALLOC SAI               
371603,Library & Media,Instruction,School Reported,School,Poverty,Librarian,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,"""Title  Part A Improving Basic Programs""",AT RISK LITERACY TEACHER (LIBRARIAN),,,Extended Week,School ,,Instruction,Instruction And Curriculum,LITERACY SPECIALIST,311.6438248,"""Title I, Part A Schoolwide Activities Related To State Comp","""Title  Part A Improving Basic Programs""",MISCELLANEOUS 
339038,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Super Sub D/D ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,164.5966984,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
116432,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,TEACHER SUBS,GENERAL FUND,"Teacher,Retrd Shrt Term Sub ",Regular,,,,,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,3.88,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
93124,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Substitute Professionals,,Operations,TEACHER SUBSTITUTE POOL,,Basic Educational Services - District Objective ,Salaries And Wages For Substitute Teachers,School ,,Instruction,All Campus Payroll,DEGREED SUBSTITUTE,94.37798611,Basic Educational Services,General Operating Fund,REGULAR PAY
37463,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating,OTHER PERSONAL SERVICES       ,,,SUB TEACHER ALL               ,,,,School ,0,INST STAFF TRAINING SVCS      ,,,38.38,,GENERAL FUND                  ,
136580,Curriculum Development,NO_LABEL,Leadership & Management,Non-School,NO_LABEL,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating,TRAVEL - EMPLOYEES,,TEACHING AMERICAN HISTORY - DEPT OF EDUC,,,,,ADMIN. SERVICES,,IMPROVEMENT OF INSTR SERV,,,116.69,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,
424943,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,, MILL LEVY,Extended Day Kinder Asst ,Regular,,,,0.875139611,ALL DAY KINDERGARTEN,,PARAPROFESSIONAL,14591.41728,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
195777,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12 Operating,,,,Teacher-High School,,,,,1,,,HS HISTORY ,111742.02,HIGH SCHOOL GENERAL EDUCATION PROGRAM 9-12,General Fund,
99239,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,,GENERAL FUND,"Teacher, Secondary (High) ",Regular,,,,0.083335685,CLASS-SIZE RELIEF FUND,,PROFESSIONAL-INSTRUCTIONAL,4729.317383,GENERAL HIGH SCHOOL EDUCATION,,REGULAR INSTRUCTION
329778,Professional Development,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating,SUPPLIES,,SCHOOL-WIDE SCHOOL PGMS FOR TITLE GRANTS,,,,,,,IMPROVEMENT OF INSTR SERV,,,185.26,Misc,Schoolwide Schools,
243347,Professional Development,ISPD,Shared Services,Non-School,Unspecified,Vice Principal,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,WORKSHOP PARTICIPANT          ,,,ASSISTANT PRINCIPAL I-MIDDLE  ,,,,CHIEF ACADEMIC OFFICER        ,,STAFF SERVICES                ,USING DATA HUMAN CAPITAL DECIS,,519.47,COMMON CORE STATE STANDARDS   ,ARRA - RACE TO THE TOP        ,RACE TO THE TOP               
438141,Facilities & Maintenance,O&M,School Reported,School,Unspecified,Custodian,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,CUSTODIAL-SCHOOLS,GENERAL FUND,Custodian Asst III ,Regular,,,,,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",3483.53,CARE & UPKEEP OF BLDG SERVICES,,OPERATION AND MAINT OF PLANT
177972,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,Operations,"TEACHER, BILINGUAL EDUCATION",,,Salaries And Wages For Teachers And Other Professi,School ,0.27,Instruction,All Campus Payroll,TEACHER BACHELOR,12912.72499,Bilingual Education And Special Language Programs,General Operating Fund,REGULAR PAY
233678,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Personal Services - Substitute Teachers Certified,,,,,Regular Instruction,,,0,,,SUBSTITUTE TEACHER,283.2699,Instruction - Regular,General Purpose School,
21088,Professional Development,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating,DUES AND FEES,,TITLE II-A-IMPROVING TEACHER QUALITY,,,,,PROF. LEARNING,,IMPROVEMENT OF INSTR SERV,,,1400.37,"Title II-A, Improving Teacher Quality",Title II,
84439,Substitute Compensation,Instruction,School Reported,School,Poverty,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Substitute Professionals,,"""Title  Part A Improving Basic Programs""",TEACHER SUBSTITUTE POOL,,,Extra Substitute Teachers Grant Funded,School ,,Instruction,Instruction And Curriculum,NON DEGREED SUBSTITUTE,81.8,"""Title I, Part A Schoolwide Activities Related To State Comp","""Title  Part A Improving Basic Programs""",EXTENDED DAYS
285175,Aides Compensation,Instruction,School Reported,School,Unspecified,TA,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYEE BENEFITS,,GENERAL FUND,General Assignment ,Regular,,,,,NON-PROJECT,,PARAPROFESSIONAL,300.89,GENERAL K-8 EDUCATION,,REGULAR INSTRUCTION
370722,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,"Teacher, Secondary (High) ",n/a,,,,,NON-PROJECT,,UNDESIGNATED,-33.96,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
142024,School Administration,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating,RENTAL OF EQUIPMENT AND VEHICLES,,PRIMARY GRADES PROGRAM ,,,,,,,INSTRUCTION,,,-0.34,PRIMARY GRADES PROGRAM ,General Fund,
9959,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF REGULAR EMPLOYEES,, MILL LEVY,"Teacher, Elementary ",Regular,,,,0.502731709,ALL DAY KINDERGARTEN,,PROFESSIONAL-INSTRUCTIONAL,36168.76323,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
51169,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,TEACHER SUBS,GENERAL FUND,"Teacher, Super Sub D/D ",Regular,,,,0.004310345,UNALLOC BUDGETS/SCHOOLS,,PROFESSIONAL-INSTRUCTIONAL,165.8966984,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
97261,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating,ADDITIONAL/EXTRA DUTY PAY/STIP,,FEDERAL GDPG FUND - FY ,"Teacher, Elementary ",Regular,,,,,SCHOOL IMPROVEMENT GRANT,,PROFESSIONAL-INSTRUCTIONAL,193.53048,SUPPORT SERVICES-INSTRUCTIONAL,,INSTRUCTIONAL STAFF
447982,Food Services,O&M,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,OTHER SUPPORT PERSONNEL       ,,,FOOD SERVICE ASSISTANT        ,,,,School ,0.75,FOOD SERVICE                  ,,,14834.40332,,FOOD SERVICES                 ,
334469,Substitute Compensation,Instruction,NO_LABEL,Non-School,NO_LABEL,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating,,,,,,,,,,,,,168.42,,,
437081,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating,Salaries And Wages For Substitute Professionals,,Operations,TEACHER SUBSTITUTE POOL,,Basic Educational Services - District Objective ,Salaries And Wages For Substitute Teachers,School ,,Instruction,All Campus Payroll,DEGREED SUBSTITUTE,147.625977,Basic Educational Services,General Operating Fund,REGULAR PAY
328465,Food Services,O&M,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating,SALARIES OF PART TIME EMPLOYEE,FOOD SERVICES,FOOD SERVICE FUND,Food Service Worker II ,Regular,,,,,NON-PROJECT,,"CRAFTS, TRADES, AND SERVICES",378.6396,FOOD PREPARATION/SERVING,,FOOD SERVICES OPERATIONS
3838,Professional Development,ISPD,School Reported,School,Poverty,Instructional Coach,Base Salary/Compensation,Non PreK,PreK-12 Operating,Regular *,TEACHER,Support Services - Instructional Staff,PEER COACH,,,Certificated Employees Salaries And Wages,IN OTH CERTIFICATED PERSON,1,Instructional Staff Training Services *,,,104247.9391,,Title I - Disadvantaged Children/Targeted Assistance,PD-DI
166577,Curriculum Development,ISPD,Shared Services,Non-School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,CONTRA BENEFITS,,GENERAL FUND,"Teacher, Elementary ",n/a,,,LEADERSHIP DEVELOPMENT,,NON-PROJECT,,UNDESIGNATED,-36.19,EMPLOYEE BENEFITS,,EMPLOYEE BENEFITS
164553,Professional Development,ISPD,School Reported,School,At Risk,Other,Other Compensation/Stipend,Non PreK,PreK-12 Operating,Salaries And Wages For Teachers And Other Professi,,State Ed. Allotment,ACADEMIC ASSESSMENT SPECIALIST,,Science Extended Day,Extended Week,School ,,Instruction,Special Programs,TEACHER BACHELOR,730.3184944,"""Title I, Part A Schoolwide Activities Related To State Comp",General Operating Fund,EXTENDED DAYS
76310,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,Purchased Services,,Special Instruction,,,,Purchased Services,,,Disadvantaged Youth *,,,6000.06,,Title I - Disadvantaged Children/Targeted Assistance,TITLE I PUBLIC ALLOCATION
414798,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating,EMPLOYER PD MED CONTRIBUTION,,GENERAL FUND,"Teacher, Elementary ",Regular,,,,,ELA E-TEACHING SHELTERED ENG,,PROFESSIONAL-INSTRUCTIONAL,41.79,GENERAL ELEMENTARY EDUCATION,,REGULAR INSTRUCTION
424218,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,"Operating, Not PreK-12",EMPLOYEE BENEFITS,,DISTRICT SPECIAL REVENUE FUNDS,Program Specialist ,n/a,,,COMMUNITY EDUCATION,,,,PROFESSIONAL-OTHER,2237.4,COMMUNITY SERVICE,,SCHOOL ADMINISTRATION
28573,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating,PURCHASES - EQUIPMENT AND MACHINERY,INSTRUCTIONAL TECH AND SYSTEM SUPPORT,LOCAL,,,,,,,,,"PURCHASED ASSETS, MINOR EQUIP & RENTAL",0.03,INSTRUCTIONAL PROGRAMS,LOCAL FUND,
